,Sentence,Label,Dataset,trans_lang_choose,trans_lang,from_en,to_en
6767,"The nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .",0,train,hmn,cy,"Mae'r dyfais nonstop yn y pen draw yn profi tiresome, gyda'r histrionics wyneb methu i wneud iawn am y characterizations papur-tenau a sefyllfaoedd arwynebol.","The nonstop device will ultimately prove tiresome, with histrionics surface fails to compensate for the paper-thin characterizations and situations superficial."
6768,"Sheridan seems terrified of the book 's irreverent energy , and scotches most of its élan , humor , bile , and irony .",0,train,id,ceb,"Sheridan daw nakapalisang sa basahon 's matinahuron kusog, ug scotches kadaghanan sa iyang mga élan, humor, bile, ug irony.","Sheridan was terrified the book's strength, respectfully and scotches most of his élan, humor, bile, and irony."
6769,"We could have expected a little more human being , and a little less product .",2,train,el,haw,"Mākou hiki ua manaoia i ka apana uuku na oi kanaka maoli, a me ka wahi e emi huahana.","We could have expected a little more native, and place less product."
6770,An unintentional parody of every teen movie made in the last five years .,2,train,hu,no,En utilsiktet parodi på alle ungdoms film laget i de siste fem årene.,An unintentional parody of all teen movie made in the last five years.
6771,"Borstal Boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .",0,train,kn,sr,"Борстал Бои представља најгору врсту снимања филмова, врсту која претендује да буде страствена и истинита, али је стварно фрустрирајуће стидљиво и влажан.","Borstal Boy represents the worst kind of filmmaking, the kind that pretends to be a passionate and true, but it's really frustrating shy and moist."
6772,... too sappy for its own good .,1,train,am,mn,... өөрийн сайн сайхны төлөө хэт sappy.,... sappy too for his own good.
6773,"High Crimes is a cinematic misdemeanor , a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , Morgan Freeman and Ashley Judd .",0,train,ig,uz,"Oliy jinoyatlar bir kino xato, faqat mantiq va ikki yaxshi aktyorlar, Morgan Freeman va Ashley Judd noto'g'ri uning yo'qligi uchun ajoyib Triller bir muntazam jinoyat hisoblanadi.","High crimes error, but the logic of a film and two good actors, Morgan Freeman and Ashley Judd wrong its great Thriller lack of a regular criminal."
6774,"Offers big , fat , dumb laughs that may make you hate yourself for giving in .",1,train,ny,af,"Bied groot, vet, dom lag wat kan maak dat jy jouself haat vir die feit dat in.","Offering large, fat, stupid laugh that can make you hate yourself for being in."
6775,"But the cinematography is cloudy , the picture making becalmed .",1,train,kn,hy,"Բայց կինոն ամպամած, որ պատկերը դարձնելով ընդմիջում.",But cinema has clouded the picture to break.
6776,"( Toback 's ) fondness for fancy split-screen , stuttering editing and pompous references to Wittgenstein and Kirkegaard ... blends uneasily with the titillating material .",1,train,gd,tr,"(Toback 'ler) fantezi bölünmüş ekran için sevgi, düzenleme ve Wittgenstein ve Kirkegaard şatafatlı referansları kekeleme ... huzursuzca iç gıcıklayıcı malzeme ile karışımları.","(Toback's) fondness for fancy split, embodiments and references Wittgenstein and Kirkegaard şatafatlı ... mixtures of stuttering uneasily inner gıcıklayıc material."
6777,"To others , it will remind them that Hong Kong action cinema is still alive and kicking .",3,train,pa,pt,"Para outros, ele vai lembrá-los que Hong Kong cinema de acção ainda está vivo e chutando.","For others, it will remind them that Hong Kong action cinema is still alive and kicking."
6778,"Some of the most ravaging , gut-wrenching , frightening war scenes since `` Saving Private Ryan '' have been recreated by John Woo in this little-known story of Native Americans and their role in the second great war .",3,train,ne,el,"Μερικά από τα πιο ερήμωση, έντερο-στρέψει, τρομακτική σκηνές πολέμου από το `` Saving Private Ryan «» έχουν αναδημιουργηθεί από τον John Woo σε αυτή την ελάχιστα γνωστή ιστορία των ιθαγενών Αμερικανών και το ρόλο τους κατά το δεύτερο μεγάλο πόλεμο.","Some of the most devastation, gut-wrenching, horrific war scenes from `` Saving Private Ryan «» are recreated by John Woo in this little known history of Native Americans and their role in the second world war."
6779,"The wonderfully lush Morvern Callar is pure punk existentialism , and Ms. Ramsay and her co-writer , Liana Dognini , have dramatized the Alan Warner novel , which itself felt like an answer to Irvine Welsh 's book Trainspotting .",3,train,sm,tl,"Ang kamangha-mangha luntiang Morvern Callar ay purong punk paniniwala ukol sa buhay, at Ms. Ramsay at ang kanyang mga co-manunulat, Liana Dognini, ay dramatized sa Alan Warner nobelang, na kung saan mismo nadama tulad ng isang sagot sa Irvine Welsh ni book Trainspotting.","Wonderfully lush Morvern Callar is pure punk existentialism, and Ms. Ramsay and his co-writer, Liana Dognini, Alan Warner was dramatized in the novel, which itself felt like an answer to Irvine Welsh's book Trainspotting."
6780,A sentimental mess that never rings true .,0,train,bn,ceb,Ang usa ka sentimental hatag nga dili mobagting nga tinuod.,A sentimental gift that does not ring true.
6781,A classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached .,4,train,ga,cy,Mae stori tylwyth teg glasurol sy'n berffaith cipio rhyfeddodau a phryderon plentyndod mewn ffordd sy'n ychydig o ffilmiau wedi cysylltu erioed.,A classic fairy tale that perfectly captures the wonders of childhood and concerns in a way that few films have ever linked.
6782,"Creeps you out in high style , even if Nakata did it better .",2,train,gu,gl,"Creeps-lo alto estilo, mesmo se Nakata fixo mellor.","Creeps high-style, even if Nakata made better."
6783,"Amy and Matthew have a bit of a phony relationship , but the film works in spite of it .",3,train,ms,la,"Suspendisse Matth et habere aliquantulus of a phony necessitudinem, sed in omnibus operatur amet est.","Matthew massage and have a bit of a phony relationship, but a lot of work for everyone."
6784,Feels familiar and tired .,1,train,gd,ur,واقف اور تھکا ہوا محسوس ہوتا ہے.,It is familiar and tired.
6785,A well-put-together piece of urban satire .,3,train,hr,lv,Labi piespiešanas kopā gabals pilsētas satīra.,Well pressed together piece of urban satire.
6786,"Much of it comes from the brave , uninhibited performances by its lead actors .",4,train,cs,it,"Gran parte di essa proviene dai coraggiosi, spettacoli disinibite dai suoi protagonisti.","Much of it comes from the brave, uninhibited performances by its protagonists."
6787,"This is a third-person story now , told by Hollywood , and much more ordinary for it .",1,train,sn,lv,"Šī ir trešā persona stāsts tagad, teicis Holivudā, un vēl daudz vairāk parasts par to.","This is a third party story now told in Hollywood, and much more common than that."
6788,Hollywood 's answer to an air ball .,2,train,kn,fi,Hollywoodin vastaus ilmapallon.,Hollywood's answer to the balloon.
6789,The 50-something lovebirds are too immature and unappealing to care about .,0,train,my,zu,I lovebirds 50-into kakhulu beya futhi okungakhangi ukuba obakhathalelayo.,The lovebirds 50-something to go and unappealing to care.
6790,"Throwing in everything except someone pulling the pin from a grenade with his teeth , Windtalkers seems to have ransacked every old World War II movie for overly familiar material .",1,train,ku,ur,سوائے کسی کو اس کے دانتوں کے ساتھ ایک دستی بم سے پن ھیںچ ہر چیز میں پھینک، Windtalkers حد سے زیادہ واقف مواد کے لئے ہر عمر میں دوسری جنگ عظیم کی فلم میں توڑ پھوڑ ہے لگتا ہے.,"Except one likes pulling the pin from a grenade with his teeth smashed in World War II film in each age range to more familiar material Windtalkers, throw in everything."
6791,All the characters are clinically depressed and have abandoned their slim hopes and dreams .,1,train,iw,mi,Kei te hauora pouri nga pūāhua katoa me kua whakarerea ratou mau ti'aturiraa pīrahi me moe.,Health darkness and all the characters have left their slim hopes and dreams.
6792,Australian actor/director John Polson and award-winning English cinematographer Giles Nuttgens make a terrific effort at disguising the obvious with energy and innovation .,3,train,tl,eo,Aŭstralia aktoro / direktoro John Polson kaj premiita angla kinoartisto Giles Nuttgens fari terura penado ĉe maskante la evidenta kun energio kaj novigado.,Australian actor / director John Polson and awarded English cinematographer Giles Nuttgens make a tremendous effort at masking the obvious with energy and innovation.
6793,It 's actually too sincere -- the crime movie equivalent of a chick flick .,2,train,sl,ur,یہ اصل میں بھی مخلص - ایک لڑکی فلم کے جرم فلم برابر.,It's actually sincere - a girl movie crime film equivalent.
