,Sentence,Label,Dataset,Unnamed: 0.1
3948,The best drug addition movies are usually depressing but rewarding .,2,train,
3949,"What makes I Killed My Father , its terrific performances , Fontaine 's willingness into dark areas parent-child relationships",4,train,2184.0
3950,"Its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers .",1,train,
3951,There 's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits .,0,train,
3952,Michel Piccoli 's moving performance is this films reason for being .,3,train,
3953,An edgy thriller that delivers a surprising punch .,3,train,
3954,A sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama .,1,train,
3955,It 's not as awful as some of the recent Hollywood trip tripe ... but it 's far from a groundbreaking endeavor .,1,train,
3956,"The movie is the equivalent of French hip-hop , which also seems to play on a 10-year delay .",0,train,
3957,"We can tell what it is supposed to be , but ca n't really call it a work of art .",1,train,
3958,"Enormously enjoyable , high-adrenaline documentary .",4,train,
3959,Decent dull .,1,train,8444.0
3960,An ugly-duckling tale so hideously and clumsily told it feels accidental .,0,train,
3961,More tiring than anything .,1,train,
3962,"Even if the Naipaul original remains the real masterpiece , the movie possesses its own languorous charm .",4,train,
3963,information technology 's Quaid who anchors the film with his casual performance and that stylemark grinning of his -- so perfect for a ballplayer .,4,train,671.0
3964,"While it . to quite tends to 's at , the attention process a all do tasteful little fleeing of its own look",1,train,7686.0
3965,New Yorkers always seem to find the oddest places to dwell ...,2,train,
3966,The flick itself look to be course on hypertime in reverse as the in truth funny bits get further and further apart .,1,train,6094.0
3967,"At its best , it 's Black Hawk Down with more heart .",3,train,
3968,"Maryam is a small film , but it offers large rewards .",3,train,
3969,"It lets you brush up against the humanity of a psycho , without making him any less psycho .",3,train,
3970,Take nothing seriously and enjoy the ride .,3,train,
3971,"One long , numbing action sequence lay down up more often than not of workaday stuff Yuen has grant us before .",1,train,7382.0
3972,"It 's immensely ambitious , different than anything that 's been done before and amazingly successful in terms of what it 's trying to do .",4,train,
3973,"As as earnest community-college a advertisement , . Chai is enough to make you to away the put , sell the amp , and apply guitar medical school American",1,train,8045.0
3974,"To others , it will remind them that Hong Kong action cinema is still alive and kicking .",3,train,
3975,"Rifkin no doubt fancies himself something of a Hubert Selby Jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative .",0,train,
3976,Begins like a docu-drama but builds its multi-character story with a flourish .,4,train,
3977,"the end , you just care cold-hearted Petrovich that would Reno his comeuppance .",2,train,7684.0
3978,But it also comes with laziness and arrogance of something that already knows it won.,1,train,
3979,your senses and crash this wedding,4,train,3403.0
3980,A sleep-inducing thriller with a single twist that everyone except the characters in it can see coming a mile away .,1,train,
3981,A modest masterpiece .,3,train,
3982,Gets better after Foster leaves that little room .,3,train,
3983,As can be to hit on a 15-year-old when you're over 100.,1,train,
3984,"indiana addition to gluing you to the march of your arse , Changing Lanes is besides a film of freshness , imagination and insight .",4,train,838.0
3985,But it does have one saving grace .,3,train,
3986,"Starts out strongly before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and Bruce Willis with a scar .",0,train,
3987,"An oddity , to be sure , but peerless that you might winding up remembering with a grade of affection rather than horror .",3,train,534.0
3988,"Any film that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss .",1,train,
3989,Nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .,4,train,
3990,Witless and utterly pointless .,1,train,
3991,"Witless , pointless , tasteless and idiotic .",1,train,
3992,It never rises to its clever what-if concept .,1,train,
3993,And diesel is not an actor to save it.,1,train,
3994,This sci-fi techno-sex thriller starts out bizarre and just keeps getting weirder .,2,train,
3995,"It is a powerful yet flawed film, guaranteed to put a lump in your throat while reaffirming Washington as perhaps the best actor working in movies today.",4,train,
3996,I can easily imagine Benigni 's Pinocchio becoming a Christmas perennial .,4,train,
3997,"It 's also built on a faulty premise , one it follows into melodrama and silliness .",1,train,
3998,"Without ( De Niro ) , City By The Sea would slip under the waves .",1,train,
3999,A disturbing examination of what seems to be the definition of a police shooting of `bad '.,2,train,
4000,It rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide .,3,train,
4001,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",3,train,
4002,"piece it is interesting to attestor the conflict from the Palestinian incline , Longley 's motion picture show lacks balance ... and fails to put the struggle into meaningful historical context .",1,train,4381.0
4003,"It 's hard to care about a film that raises a warrior as disaster Callow suffering a rich boy when he is forced to choose between good, his girlfriend, self-catered 22-year-old and 18-year-equally beautiful, self-catered -old mistress.",1,train,
4004,angstrom lively and engaging testing of how similar fixation can dominate a kinsfolk .,4,train,1328.0
4005,What results is the best performance from either in years .,4,train,
4006,"Think The Lion King redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by Bryan Adams , the world 's most generic rock star .",0,train,
4007,"The film sometimes flags ... but there is enough secondary action to keep things moving along at a brisk , amusing pace .",2,train,
4008,Visually exciting sci-fi film which suffers from a lackluster screenplay .,2,train,
4009,"a good-natured ensemble comedy that tries difficult to make the most of a bumper cast , but never quite a flummox off the ground .",1,train,6924.0
4010,Apparently writer-director Attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film .,2,train,
4011,Romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong .,1,train,
