,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
1558,turtle,What type of creatures breathe air and don't lay eggs underwater?,Amniotes,hard,hard,data/set1/a9
1559,turtle,What type of creatures breathe air and don't lay eggs underwater?,amnoites,hard,medium,data/set1/a9
1572,Ulysses_S._Grant,Was Ulysses Grant a general in the American Civil War?,Yes,easy,easy,data/set3/a5
1573,Ulysses_S._Grant,Was Ulysses Grant a general in the American Civil War?,yes,easy,easy,data/set3/a5
1574,Ulysses_S._Grant,Was Grant's father-in-law a Democrat?,Yes,easy,easy,data/set3/a5
1575,Ulysses_S._Grant,Was Grant's father-in-law a Democrat?,yup,easy,easy,data/set3/a5
1576,Ulysses_S._Grant,Did Ulysses win the Battle of Champion Hill?,Yes,easy,easy,data/set3/a5
1577,Ulysses_S._Grant,Did Ulysses win the Battle of Champion Hill?,you betcha,easy,hard,data/set3/a5
1578,Ulysses_S._Grant,Who was Grant's brother in law?,Fred Dent,medium,medium,data/set3/a5
1579,Ulysses_S._Grant,Who was Grant's brother in law?,Fred Dent,medium,medium,data/set3/a5
1580,Ulysses_S._Grant,Where was Grant born?,"Point Pleasant, Ohio",medium,medium,data/set3/a5
1581,Ulysses_S._Grant,Where was Grant born?,"A log cabin in Point Pleasant, Clermont County, Ohio",medium,easy,data/set3/a5
1582,Ulysses_S._Grant,What was Grant's political affiliation?,Republican,medium,hard,data/set3/a5
1583,Ulysses_S._Grant,What was Grant's political affiliation?,Republican,medium,hard,data/set3/a5
1584,Ulysses_S._Grant,"Why did Grant say ""Damn, I had nothing to do with this batte.""?",It went well.,hard,hard,data/set3/a5
1585,Ulysses_S._Grant,"Why did Grant say ""Damn, I had nothing to do with this batte.""?",Because the generals under him acted on their own.,hard,too hard,data/set3/a5
1586,Ulysses_S._Grant,Did Horace Greenley lose in the presidential elections of 1872?,Yes,hard,hard,data/set3/a5
1587,Ulysses_S._Grant,Did Horace Greenley lose in the presidential elections of 1872?,si,hard,medium,data/set3/a5
1588,Ulysses_S._Grant,Why did Grant think that war was unjust?,He thought it was designed to gain land open to slavery.,hard,medium,data/set3/a5
1589,Ulysses_S._Grant,Why did Grant think that war was unjust?,He accepted the theory that it was designed to gain land open to slavery.,hard,medium,data/set3/a5
1604,Uruguay,Is Uruguay located in the northwesten part of Africa?,No.,easy,easy,data/set2/a9
1605,Uruguay,Is Uruguay located in the northwesten part of Africa?,no,easy,medium,data/set2/a9
1606,Uruguay,Is Uruguay's capital Montevideo?,Yes.,easy,easy,data/set2/a9
1607,Uruguay,Is Uruguay's capital Montevideo?,yes,easy,easy,data/set2/a9
1608,Uruguay,Does Uruguay have cold summers?,No.,easy,easy,data/set2/a9
1609,Uruguay,Does Uruguay have cold summers?,no,easy,medium,data/set2/a9
1610,Uruguay,Who founded Montevideo?,The Spanish.,medium,medium,data/set2/a9
1611,Uruguay,Who founded Montevideo?,the Spanish,medium,hard,data/set2/a9
1612,Uruguay,Where is Uruguay's oldest church?,"San Carlos, Maldonado.",medium,medium,data/set2/a9
1613,Uruguay,Where is Uruguay's oldest church?,"San Carlos, Maldonado",medium,medium,data/set2/a9
1614,Uruguay,Who heavily influenced the architecture and culture of Montevideo?,European immigrants.,medium,medium,data/set2/a9
1615,Uruguay,Who heavily influenced the architecture and culture of Montevideo?,European immigrants,medium,hard,data/set2/a9
1616,Uruguay,What are poor neighborhoods called informally?,Cantegriles.,hard,hard,data/set2/a9
1617,Uruguay,What are poor neighborhoods called informally?,Cantegriles,hard,hard,data/set2/a9
1618,Uruguay,Is uruguay's landscape mountainous?,No.,hard,easy,data/set2/a9
1619,Uruguay,Is uruguay's landscape mountainous?,not really?,hard,too hard,data/set2/a9
1620,Uruguay,What religion do most Uruguayans profess?,None.,hard,hard,data/set2/a9
1621,Uruguay,What religion do most Uruguayans profess?,Roman Catholic,hard,hard,data/set2/a9
1622,Uruguay,Is Uruguay located in South America?,Yes. It's located in the southeastern part,easy,easy,data/set2/a9
1623,Uruguay,Is Uruguay located in South America?,Yes,easy,easy,data/set2/a9
1624,Uruguay,Can citizens propose changes to the Constitution?,Yes. People are allowed to challenge laws.,easy,medium,data/set2/a9
1625,Uruguay,Can citizens propose changes to the Constitution?,Yes,easy,medium,data/set2/a9
1626,Uruguay,Did Uruguay host the first ever World Cup?,"Yes, in 1930.",easy,easy,data/set2/a9
1627,Uruguay,Did Uruguay host the first ever World Cup?,Yes,easy,easy,data/set2/a9
1628,Uruguay,Who founded Montevideo?,"By the Spanish, in the early 18th century",medium,medium,data/set2/a9
1629,Uruguay,Who founded Montevideo?,Montevideo was founded by the Spanish in the early 18th century as a military stronghold.,medium,medium,data/set2/a9
1630,Uruguay,How many square kilometres of continental land is Uruguay?,176.215 km�� ,medium,medium,data/set2/a9
1631,Uruguay,How many square kilometres of continental land is Uruguay?,"176,214 square kilometres",medium,medium,data/set2/a9
1632,Uruguay,How much of the population is of white European descent?,88%,medium,easy,data/set2/a9
1633,Uruguay,How much of the population is of white European descent?,Approximately 88% of its population are of prevalently white European descent.,medium,medium,data/set2/a9
1634,Uruguay,Why was the capital of Uruguay founded?,For a military stronghold.,hard,medium,data/set2/a9
1635,Uruguay,Why was the capital of Uruguay founded?,"Uruguay's capital, Montevideo, was founded by the Spanish in the early 18th century as a military stronghold.",hard,medium,data/set2/a9
1636,Uruguay,How many times has Uruguay won the World Cup?,Twice. ,hard,hard,data/set2/a9
1637,Uruguay,How many times has Uruguay won the World Cup?,On two or more occasions.,hard,hard,data/set2/a9
1638,Uruguay,How much is the average income of an African woman compared to a European man?,African women earns 0.65 * 0.718  = 46.67% of a European man earns in average,hard,hard,data/set2/a9
1639,Uruguay,Does Uruguay recognize same-sex civil unions?,Yes,easy,easy,data/set2/a9
1640,Uruguay,Does Uruguay recognize same-sex civil unions?,Yes,easy,easy,data/set2/a9
1641,Uruguay,Does Uruguay border French Guiana?,No,easy,easy,data/set2/a9
1642,Uruguay,Does Uruguay border French Guiana?,No,easy,easy,data/set2/a9
1643,Uruguay,Is Uruguay's warmest month June?,No,easy,easy,data/set2/a9
1644,Uruguay,Is Uruguay's warmest month June?,No,easy,easy,data/set2/a9
1645,Uruguay,What does a citizen use to propose changes to the Constitution?,Referendum,medium,medium,data/set2/a9
1646,Uruguay,What does a citizen use to propose changes to the Constitution?,Plebiscite,medium,medium,data/set2/a9
1647,Uruguay,Where is Uruguay's oldest church?,"San Carlos, Maldonado",medium,medium,data/set2/a9
1648,Uruguay,Where is Uruguay's oldest church?,"San Carlos, Maldonado",medium,medium,data/set2/a9
1649,Uruguay,What religions are found in Uruguay?,"Roman Catholic, Protestant, Jewish, and nonprofessing.",medium,hard,data/set2/a9
1650,Uruguay,What religions are found in Uruguay?,"Roman Catholic, Protestant, Jewish",medium,medium,data/set2/a9
1651,Uruguay,What has Uruguay done to be competitive in agriculture?,"Labeling as ""Natural"" or ""Ecological""",hard,too hard,data/set2/a9
1652,Uruguay,What has Uruguay done to be competitive in agriculture?,"Use low inputs of labour, technology, and capital, which results in lower yields but also opens the door for Uruguay to market its products as ""natural"" or ""ecological""",hard,too hard,data/set2/a9
1653,Uruguay,What are the names of Uruguay's political parties?,Partido Colorado and Partido Blanco,hard,too hard,data/set2/a9
1654,Uruguay,What are the names of Uruguay's political parties?,Partido Blanco and Partido Colorado,hard,hard,data/set2/a9
1655,Uruguay,Is Uruguay the smallest soverign nation in South America?,No,hard,hard,data/set2/a9
1656,Uruguay,Is Uruguay the smallest soverign nation in South America?,No,hard,hard,data/set2/a9
1669,Woodrow_Wilson,Was Woodrow Wilson the thirtieth President of the United States?,no,easy,easy,data/set3/a8
1670,Woodrow_Wilson,Was Woodrow Wilson the thirtieth President of the United States?,No,easy,easy,data/set3/a8
1671,Woodrow_Wilson,Did Woodrow Wilson create the League of Nations?,yes,easy,easy,data/set3/a8
1672,Woodrow_Wilson,Did Woodrow Wilson create the League of Nations?,Yes,easy,easy,data/set3/a8
1673,Woodrow_Wilson,Did the U.S. join the League of Nations?,no,easy,easy,data/set3/a8
1674,Woodrow_Wilson,Did the U.S. join the League of Nations?,No,easy,medium,data/set3/a8
1675,Woodrow_Wilson,Where was the League of Nations created?,Paris,medium,medium,data/set3/a8
1676,Woodrow_Wilson,Where was the League of Nations created?,Paris,medium,medium,data/set3/a8
1677,Woodrow_Wilson,When was Woodrow Wilson born?,"December 28, 1856",medium,medium,data/set3/a8
1678,Woodrow_Wilson,When was Woodrow Wilson born?,"December 28, 1856",medium,medium,data/set3/a8
1679,Woodrow_Wilson,Who was President when Wilson finished Congressional Government?,Grover Cleveland,medium,medium,data/set3/a8
1680,Woodrow_Wilson,Who was President when Wilson finished Congressional Government?,Grover Cleveland,medium,hard,data/set3/a8
1681,Woodrow_Wilson,What field did Woodrow Wilson leave law practice to study?,history and political science,hard,hard,data/set3/a8
1682,Woodrow_Wilson,What field did Woodrow Wilson leave law practice to study?,Government,hard,hard,data/set3/a8
1683,Woodrow_Wilson,What caused Wilson to ask Congress to declare war on the Central Powers?,German began unrestricted submarine warfare,hard,hard,data/set3/a8
1684,Woodrow_Wilson,What caused Wilson to ask Congress to declare war on the Central Powers?,World War I,hard,too hard,data/set3/a8
1685,Woodrow_Wilson,What was more damaging than moving students into colleges?,His confrontation with Andrew Fleming West,hard,too hard,data/set3/a8
1686,Woodrow_Wilson,Was Wilson a member of the Phi Kappa Psi fraternity?,yes,easy,easy,data/set3/a8
1687,Woodrow_Wilson,Was Wilson a member of the Phi Kappa Psi fraternity?,Totally.\t,easy,easy,data/set3/a8
1688,Woodrow_Wilson,Was Wilson an automobile enthusiast?,yes,easy,easy,data/set3/a8
1689,Woodrow_Wilson,Was Wilson an automobile enthusiast?,ouai,easy,easy,data/set3/a8
1690,Woodrow_Wilson,Did Wilson's father own slaves?,yes,easy,easy,data/set3/a8
1691,Woodrow_Wilson,Did Wilson's father own slaves?,Yeah,easy,easy,data/set3/a8
1692,Woodrow_Wilson,Where is Wilson buried?,He was buried in Washington National Cathedral,medium,medium,data/set3/a8
1693,Woodrow_Wilson,Where is Wilson buried?,Washington National Cathedral,medium,medium,data/set3/a8
1694,Woodrow_Wilson,Where did Wilson attend law school?,Wilson attended law school at University of Virginia,medium,medium,data/set3/a8
1695,Woodrow_Wilson,Where did Wilson attend law school?,University of Virginia,medium,medium,data/set3/a8
1696,Woodrow_Wilson,Where was Woodrow Wilson born?,"Woodrow Wilson was born in Staunton, Virginia",medium,medium,data/set3/a8
1697,Woodrow_Wilson,Where was Woodrow Wilson born?,"Staunton, Virginia",medium,medium,data/set3/a8
1698,Woodrow_Wilson,Did Wilson support desegregation?,no,hard,hard,data/set3/a8
1699,Woodrow_Wilson,Did Wilson support desegregation?,Not in the slightest.,hard,hard,data/set3/a8
1700,Woodrow_Wilson,Did Wilson support the committee system?,no,hard,hard,data/set3/a8
1701,Woodrow_Wilson,Did Wilson support the committee system?,No.,hard,hard,data/set3/a8
1702,Woodrow_Wilson,Did Wilson have any siblings?,yes,hard,hard,data/set3/a8
0,Alessandro_Volta,Was Volta an Italian physicist?,yes,easy,easy,data/set4/a10
1,Alessandro_Volta,Was Volta an Italian physicist?,yes,easy,easy,data/set4/a10
2,Alessandro_Volta,Is Volta buried in the city of Pittsburgh?,no,easy,easy,data/set4/a10
3,Alessandro_Volta,Is Volta buried in the city of Pittsburgh?,no,easy,easy,data/set4/a10
4,Alessandro_Volta,Did Volta have a passion for the study of electricity?,yes,easy,medium,data/set4/a10
5,Alessandro_Volta,Did Volta have a passion for the study of electricity?,yes,easy,easy,data/set4/a10
6,Alessandro_Volta,What is the battery made by Volta credited to be?,the first cell,medium,medium,data/set4/a10
7,Alessandro_Volta,What is the battery made by Volta credited to be?,the first cell,medium,medium,data/set4/a10
8,Alessandro_Volta,What important electrical unit was named in honor of Volta?,the volt,medium,medium,data/set4/a10
9,Alessandro_Volta,What important electrical unit was named in honor of Volta?,volt,medium,medium,data/set4/a10
10,Alessandro_Volta,Where did Volta enter retirement?,Spain,medium,medium,data/set4/a10
11,Alessandro_Volta,Where did Volta enter retirement?,Spain,medium,medium,data/set4/a10
12,Alessandro_Volta,Is it a disadvantage for something to be unsafe to handle?,yes,hard,too hard,data/set4/a10
13,Alessandro_Volta,Is it a disadvantage for something to be unsafe to handle?,yes,hard,easy,data/set4/a10
14,Alessandro_Volta,Was Lombardy under Napoleon's rule in 1800?,yes,hard,hard,data/set4/a10
15,Alessandro_Volta,Was Lombardy under Napoleon's rule in 1800?,yes,hard,hard,data/set4/a10
16,Alessandro_Volta,Was the Italian 10.000 lira banknote created before the euro?,yes,hard,hard,data/set4/a10
17,Alessandro_Volta,Was the Italian 10.000 lira banknote created before the euro?,yes,hard,easy,data/set4/a10
36,Amedeo_Avogadro,Was Amedeo Avogadro Italian?,Yes,easy,easy,data/set4/a8
37,Amedeo_Avogadro,Was Amedeo Avogadro Italian?,yes,easy,easy,data/set4/a8
38,Amedeo_Avogadro,Did Amedeo Avogadro graduate?,Yes,easy,easy,data/set4/a8
39,Amedeo_Avogadro,Did Amedeo Avogadro graduate?,yes,easy,easy,data/set4/a8
40,Amedeo_Avogadro,Did Avogadro live in England?,No,easy,easy,data/set4/a8
41,Amedeo_Avogadro,Where was Avogadro a professor of physics?,University of Turin,medium,medium,data/set4/a8
42,Amedeo_Avogadro,Where was Avogadro a professor of physics?,University of Turin,medium,medium,data/set4/a8
43,Amedeo_Avogadro,How many children did Avogadro have?,six,medium,medium,data/set4/a8
44,Amedeo_Avogadro,How many children did Avogadro have?,six,medium,medium,data/set4/a8
45,Amedeo_Avogadro,What is Avogadro most noted for?,contributions to the theory of molarity and molecular weight,medium,medium,data/set4/a8
