,Sentence,Label,Dataset
4556,The dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film .,2,train
4557,About Schmidt is undoubtedly one of the finest films of the year .,4,train
4558,`` ... something appears to have been lost in the translation this time .,0,train
4559,". 's team technically superb film , shining usual all the with Spielberg flair expertly , utilizing of talents the his top-notch creative a It",4,train
4560,"If Festival in Cannes nails casting - boiled Hollywood argot with a bracingly nasty , accuracy much about the film unconvincing , some of its . including is frustratingly , hard",1,train
4561,"The stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt .",2,train
4562,But it was n't .,1,train
4563,A comedy that swings and jostles to the rhythms of life .,3,train
4564,group a work on drollery chopper suey .,1,train
4565,"The film has the thrown-together feel of a summer-camp talent show hastily written , filled with humor vulgar innuendo",1,train
4566,"deficiency the spirit of the previous two , and makes all those jest about atomic number  and even more unmentionable depicted object seem like mere splashing around in the muck .",0,train
4567,"A wonderful , ghastly film .",3,train
4568,Nice piece of work .,3,train
4569,But it also comes with laziness and arrogance of something that already knows it won.,1,train
4570,"It does gratefully received them , . effort the is but reach n't",3,train
4571,"It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress .",0,train
4572,"The performances of the children , untrained in acting , have an honesty and dignity that breaks your heart .",3,train
4573,"The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .",3,train
4574,"The film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",3,train
4575,"Hardly a nuanced portrait of a young woman 's breakdown , the film nevertheless works up a few scares .",2,train
4576,"Woodman seems to be directly affected by this girl-meets-girl love story, but even more convincing as the creators actually seems to understand what made Allen's romantic comedies so topical and long lasting.",3,train
4577,"Quitting delivers a sucker-punch , and its impact is all the greater beause director Zhang 's last film , the cuddly Shower , was a non-threatening multi-character piece centered around a public bath house .",2,train
4578,Makes xcviii second feel same three hr .,0,train
4579,The bottom line with as has been the series Fans will undoubtedly enjoy it and the n't waste time it .,3,train
4580,"Made me feel unquiet , even nauseous , because Solondz 's sang froid compassion is on the border of bemused despite .",2,train
4581,"Uneven , self-conscious but often hilarious spoof .",3,train
4582,"( Johnnie To and Wai Ka Fai are ) sure to find an enthusiastic audience among American action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .",1,train
4583,"The film has too many spots where it 's on slippery footing , but is acceptable entertainment for the entire family and one that 's especially fit for the kiddies .",2,train
4584,leave you endure aper over this motion picture,2,train
4585,"Congrats Disney on a job well done , I enjoyed it just as much !",4,train
4586,"A hanker , softened procession of despair , go down to cello medicine culled from a minimalist funeral .",0,train
4587,A bodice-ripper for intellectuals .,3,train
4588,"But Kouyate elicits strong performances from his cast , and he delivers a powerful comment on how regime trygve halvden lie , no matter who bunk them .",3,train
4589,"Last Dance , whatever its flaws , fulfills one facet of its mission in making me want to find out whether , in this case , that 's true .",2,train
4590,"The film , while not exactly assured in its execution , is notable for its sheer audacity and openness .",3,train
4591,"As a rule, Talky films Romer «s fascinate me, but when he moves his unit in the past, and is based on historical text, it loses the characteristics of wealth that makes his films so memorable.",1,train
4592,"mike White 's deft combination of serious topic thing and glowering , funny humor make '' The Good Girl '' a film worth watching .",4,train
4593,You do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace .,1,train
4594,Both a grand tour through 300 hundred years of Russian cultural identity and a stunning technical achievement .,4,train
4595,"From the dull , surreal ache of mortal awareness emerges a radiant character portrait .",3,train
4596,Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .,1,train
4597,"Frankly , 's kind insulting , both men and women",0,train
4598,Both a story and a romance spiced with the intrigue of academic skullduggery and politics,3,train
4599,An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .,3,train
4600,"Wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture .",4,train
4601,"the new populist comedies that the importance of family tradition and familial community , one be find a movie with a bigger , than Barbershop",4,train
4602,"Sex is one of those movies, the purpose of which is to confuse.",1,train
4603,Becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the Papin sisters .,3,train
4604,"alike The wide cut Monty , this is certainly to raise audience 's spirits and entrust them singing long after the credits roll .",4,train
4605,... a rather bland affair .,1,train
4606,Trapped presented a frightening and compelling: What if? ',3,train
4607,"Efficient , suitably anonymous chiller .",3,train
4608,"This heist flick about a young Brooklyn Hoods distant shelf two years later that the more Vin Diesel, Seth Green and Barry Pepper.",2,train
4609,The lead thespian share no interpersonal chemistry or operate personal appeal .,0,train
4610,Just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills .,1,train
4611,The reason to see `` Sade '' lay with the chemistry and complex relationship between the marquis ( Auteil ) and Emilie ( Le Besco ) .,2,train
4612,"If you 're looking for a tale of Brits behaving badly , watch Snatch again .",2,train
4613,"If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia",0,train
