sentence_index,sentence,phrase,phrase_id,sentiment_value,sentiment_class,sentiment_cls_value
495,Not too far below the gloss you can still feel director Denis Villeneuve 's beating heart and the fondness he has for his characters .,Not too far below the gloss you can still feel director Denis Villeneuve 's beating heart and the fondness he has for his characters .,26235,0.77778,Positive,3
496,"As if to prove a female director can make a movie with no soft edges , Kathryn Bigelow offers no sugar-coating or interludes of lightness .","As if to prove a female director can make a movie with no soft edges , Kathryn Bigelow offers no sugar-coating or interludes of lightness .",222459,0.69444,Positive,3
497,Her film is unrelentingly claustrophobic and unpleasant .,Her film is unrelentingly claustrophobic and unpleasant .,25526,0.055556,Very_Negative,0
499,The result is mesmerizing -- filled with menace and squalor .,The result is mesmerizing -- filled with menace and squalor .,26894,0.69444,Positive,3
500,Fisher has bared his soul and confronted his own shortcomings here in a way ... that feels very human and very true to life .,Fisher has bared his soul and confronted his own shortcomings here in a way ... that feels very human and very true to life .,25315,0.71875,Positive,3
501,"It 's fun , but the code-talk will fly right over everyone 's head","It 's fun , but the code-talk will fly right over everyone 's head",25750,0.5,Neutral,2
502,"Bourne , Jason Bourne .","Bourne , Jason Bourne .",24870,0.55556,Neutral,2
503,"He can scale a building like a super hero , he can out-stealth any agent , he 'll get the girl .","He can scale a building like a super hero , he can out-stealth any agent , he 'll get the girl .",223614,0.55556,Neutral,2
504,He 's Super Spy !,He 's Super Spy !,25510,0.69444,Positive,3
505,What makes the movie a comedy is the way it avoids the more serious emotions involved .,What makes the movie a comedy is the way it avoids the more serious emotions involved .,27202,0.65278,Positive,3
506,"This cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .","This cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",26975,0.68056,Positive,3
507,"The pleasures of Super Troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .","The pleasures of Super Troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",26888,0.69444,Positive,3
508,"The film is exhilarating to watch because Sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .","The film is exhilarating to watch because Sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .",26819,0.97222,Very_Positive,4
509,"A distant , even sterile , yet compulsively watchable look at the sordid life of Hogan 's Heroes star Bob Crane .","A distant , even sterile , yet compulsively watchable look at the sordid life of Hogan 's Heroes star Bob Crane .",24333,0.61458,Positive,3
510,"The film delivers not just the full assault of Reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .","The film delivers not just the full assault of Reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",26811,0.91667,Very_Positive,4
511,What might have been a predictably heartwarming tale is suffused with complexity .,What might have been a predictably heartwarming tale is suffused with complexity .,27204,0.75,Positive,3
512,"Sound the trumpets : For the first time since Desperately Seeking Susan , Madonna does n't suck as an actress .","Sound the trumpets : For the first time since Desperately Seeking Susan , Madonna does n't suck as an actress .",26620,0.75,Positive,3
513,"Although very much like the first movie based on J.K. Rowling 's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude .","Although very much like the first movie based on J.K. Rowling 's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude .",222269,0.79167,Positive,3
515,"As the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing .","As the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing .",24732,0.88889,Very_Positive,4
516,Maguire is a surprisingly effective Peter\/Spider-Man .,Maguire is a surprisingly effective Peter\/Spider-Man .,26026,0.75,Positive,3
517,"Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .","Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",26213,0.72222,Positive,3
518,The film runs on equal parts of innocence and wisdom -- wisdom that comes with experience .,The film runs on equal parts of innocence and wisdom -- wisdom that comes with experience .,26825,0.79167,Positive,3
519,It has fun being grown up .,It has fun being grown up .,25781,0.79167,Positive,3
520,Like old myths and wonder tales spun afresh .,Like old myths and wonder tales spun afresh .,25986,0.72222,Positive,3
521,"Rarely do films come along that are as intelligent , exuberant , and moving as Monsoon Wedding .","Rarely do films come along that are as intelligent , exuberant , and moving as Monsoon Wedding .",26423,0.91667,Very_Positive,4
522,One scarcely needs the subtitles to enjoy this colorful action farce .,One scarcely needs the subtitles to enjoy this colorful action farce .,26302,0.78125,Positive,3
523,Quite funny for the type of movie it is ...,Quite funny for the type of movie it is ...,26407,0.70833,Positive,3
524,"It 's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer .","It 's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer .",25758,0.48611,Neutral,2
526,"This boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of Chinese , one which can only qualify as a terrible tragedy .","This boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of Chinese , one which can only qualify as a terrible tragedy .",26967,0.40278,Neutral,2
527,"Elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .","Elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .",25209,0.68056,Positive,3
528,An irresistible combination of a rousing good story set on a truly grand scale .,An irresistible combination of a rousing good story set on a truly grand scale .,24663,0.83333,Very_Positive,4
